Year,Country,Category,Value
2010,Sri Lanka,Invertebrates,120
2010,Sri Lanka,Plants,283
2010,Sri Lanka,Total,552
2010,Sri Lanka,Vertebrates,149
2010,State of Palestine,Invertebrates,2
2010,State of Palestine,Plants,0
2010,State of Palestine,Total,18
2010,State of Palestine,Vertebrates,16
2010,Sudan,Invertebrates,45
2010,Sudan,Plants,18
2010,Sudan,Total,112
2010,Sudan,Vertebrates,49
2010,Suriname,Invertebrates,1
2010,Suriname,Plants,26
2010,Suriname,Total,65
2010,Suriname,Vertebrates,38
2010,Svalbard and Jan Mayen Is.,Invertebrates,0
2010,Svalbard and Jan Mayen Is.,Plants,0
2010,Svalbard and Jan Mayen Is.,Total,3
2010,Svalbard and Jan Mayen Is.,Vertebrates,3
2010,Sweden,Invertebrates,11
2010,Sweden,Plants,3
2010,Sweden,Total,29
2010,Sweden,Vertebrates,15
2010,Switzerland,Invertebrates,28
2010,Switzerland,Plants,3
2010,Switzerland,Total,45
2010,Switzerland,Vertebrates,14
2010,Syria,Invertebrates,7
2010,Syria,Plants,3
2010,Syria,Total,78
2010,Syria,Vertebrates,68
2010,Tajikistan,Invertebrates,2
2010,Tajikistan,Plants,14
2010,Tajikistan,Total,40
2010,Tajikistan,Vertebrates,24
2010,Thailand,Invertebrates,185
2010,Thailand,Plants,91
2010,Thailand,Total,477
2010,Thailand,Vertebrates,201
2010,Timor-Leste,Invertebrates,0
2010,Timor-Leste,Plants,0
2010,Timor-Leste,Total,18
2010,Timor-Leste,Vertebrates,18
2010,Togo,Invertebrates,1
2010,Togo,Plants,10
2010,Togo,Total,54
2010,Togo,Vertebrates,43
2010,Tokelau,Invertebrates,31
2010,Tokelau,Plants,0
2010,Tokelau,Total,41
2010,Tokelau,Vertebrates,10
2010,Tonga,Invertebrates,35
2010,Tonga,Plants,4
2010,Tonga,Total,58
2010,Tonga,Vertebrates,19
2010,Trinidad and Tobago,Invertebrates,10
2010,Trinidad and Tobago,Plants,1
2010,Trinidad and Tobago,Total,48
2010,Trinidad and Tobago,Vertebrates,37
2010,Tunisia,Invertebrates,11
2010,Tunisia,Plants,7
2010,Tunisia,Total,75
2010,Tunisia,Vertebrates,57
2010,Turkey,Invertebrates,15
2010,Turkey,Plants,5
2010,Turkey,Total,150
2010,Turkey,Vertebrates,130
2010,Turkmenistan,Invertebrates,5
2010,Turkmenistan,Plants,3
2010,Turkmenistan,Total,45
2010,Turkmenistan,Vertebrates,37
2010,Turks and Caicos Islands,Invertebrates,10
2010,Turks and Caicos Islands,Plants,2
2010,Turks and Caicos Islands,Total,34
2010,Turks and Caicos Islands,Vertebrates,22
2010,Tuvalu,Invertebrates,71
2010,Tuvalu,Plants,0
2010,Tuvalu,Total,85
2010,Tuvalu,Vertebrates,14
2010,U.S. Minor Outlying islands,Invertebrates,44
2010,U.S. Minor Outlying islands,Plants,0
2010,U.S. Minor Outlying islands,Total,67
2010,U.S. Minor Outlying islands,Vertebrates,23
2010,Uganda,Invertebrates,15
2010,Uganda,Plants,41
2010,Uganda,Total,166
2010,Uganda,Vertebrates,110
2010,Ukraine,Invertebrates,15
2010,Ukraine,Plants,1
2010,Ukraine,Total,61
2010,Ukraine,Vertebrates,45
2010,United Arab Emirates,Invertebrates,16
2010,United Arab Emirates,Plants,0
2010,United Arab Emirates,Total,48
2010,United Arab Emirates,Vertebrates,32
2010,United Kingdom,Invertebrates,11
2010,United Kingdom,Plants,14
2010,United Kingdom,Total,73
2010,United Kingdom,Vertebrates,48
2010,United Republic of Tanzania,Invertebrates,80
2010,United Republic of Tanzania,Plants,298
2010,United Republic of Tanzania,Total,691
2010,United Republic of Tanzania,Vertebrates,313
2010,United States of America,Invertebrates,531
2010,United States of America,Plants,245
2010,United States of America,Total,1152
2010,United States of America,Vertebrates,376
2010,United States Virgin Islands,Invertebrates,0
2010,United States Virgin Islands,Plants,12
2010,United States Virgin Islands,Total,33
2010,United States Virgin Islands,Vertebrates,21
2010,Uruguay,Invertebrates,1
2010,Uruguay,Plants,1
2010,Uruguay,Total,80
2010,Uruguay,Vertebrates,78
2010,Uzbekistan,Invertebrates,1
2010,Uzbekistan,Plants,15
2010,Uzbekistan,Total,50
2010,Uzbekistan,Vertebrates,34
2010,Vanuatu,Invertebrates,79
2010,Vanuatu,Plants,10
2010,Vanuatu,Total,121
2010,Vanuatu,Vertebrates,32
2010,Venezuela,Invertebrates,21
2010,Venezuela,Plants,70
2010,Venezuela,Total,270
2010,Venezuela,Vertebrates,179
2010,Vietnam,Invertebrates,92
2010,Vietnam,Plants,146
2010,Vietnam,Total,424
2010,Vietnam,Vertebrates,186
2010,Wallis and Futuna Islands,Invertebrates,57
2010,Wallis and Futuna Islands,Plants,1
2010,Wallis and Futuna Islands,Total,74
2010,Wallis and Futuna Islands,Vertebrates,16
2010,Western Sahara,Invertebrates,1
2010,Western Sahara,Plants,0
2010,Western Sahara,Total,39
2010,Western Sahara,Vertebrates,38
2010,Yemen,Invertebrates,62
2010,Yemen,Plants,159
2010,Yemen,Total,269
2010,Yemen,Vertebrates,48
2010,Zambia,Invertebrates,14
2010,Zambia,Plants,9
2010,Zambia,Total,67
2010,Zambia,Vertebrates,44
2010,Zimbabwe,Invertebrates,5
2010,Zimbabwe,Plants,16
2010,Zimbabwe,Total,55
2010,Zimbabwe,Vertebrates,34
2015,Afghanistan,Invertebrates,2
2015,Afghanistan,Plants,5
2015,Afghanistan,Total,38
2015,Afghanistan,Vertebrates,31
2015,Albania,Invertebrates,58
2015,Albania,Plants,0
2015,Albania,Total,112
2015,Albania,Vertebrates,54
2015,Algeria,Invertebrates,26
2015,Algeria,Plants,17
2015,Algeria,Total,114
2015,Algeria,Vertebrates,71
2015,American Samoa,Invertebrates,64
2015,American Samoa,Plants,1
2015,American Samoa,Total,90
2015,American Samoa,Vertebrates,25
2015,Andorra,Invertebrates,7
2015,Andorra,Plants,0
2015,Andorra,Total,11
2015,Andorra,Vertebrates,4
2015,Angola,Invertebrates,9
2015,Angola,Plants,34
2015,Angola,Total,130
2015,Angola,Vertebrates,87
2015,Anguilla,Invertebrates,10
2015,Anguilla,Plants,4
2015,Anguilla,Total,51
2015,Anguilla,Vertebrates,37
2015,Antarctica,Invertebrates,0
2015,Antarctica,Plants,0
2015,Antarctica,Total,6
2015,Antarctica,Vertebrates,6
2015,Antigua and Barbuda,Invertebrates,11
2015,Antigua and Barbuda,Plants,4
2015,Antigua and Barbuda,Total,53
2015,Antigua and Barbuda,Vertebrates,38
2015,Areas n.e.s,Invertebrates,1
2015,Areas n.e.s,Plants,0
2015,Areas n.e.s,Total,2
2015,Areas n.e.s,Vertebrates,1
2015,Argentina,Invertebrates,13
2015,Argentina,Plants,70
2015,Argentina,Total,243
2015,Argentina,Vertebrates,160
2015,Armenia,Invertebrates,9
2015,Armenia,Plants,71
2015,Armenia,Total,111
2015,Armenia,Vertebrates,31
2015,Aruba,Invertebrates,2
2015,Aruba,Plants,2
2015,Aruba,Total,29
2015,Aruba,Vertebrates,25
2015,Australia,Invertebrates,514
2015,Australia,Plants,91
2015,Australia,Total,909
2015,Australia,Vertebrates,304
2015,Austria,Invertebrates,69
2015,Austria,Plants,13
2015,Austria,Total,106
2015,Austria,Vertebrates,24
2015,Azerbaijan,Invertebrates,7
2015,Azerbaijan,Plants,42
2015,Azerbaijan,Total,92
2015,Azerbaijan,Vertebrates,43
2015,Bahamas,Invertebrates,12
2015,Bahamas,Plants,8
2015,Bahamas,Total,81
2015,Bahamas,Vertebrates,61
2015,Bahrain,Invertebrates,13
2015,Bahrain,Plants,0
2015,Bahrain,Total,32
2015,Bahrain,Vertebrates,19
2015,Bangladesh,Invertebrates,7
2015,Bangladesh,Plants,21
2015,Bangladesh,Total,137
2015,Bangladesh,Vertebrates,109
2015,Barbados,Invertebrates,11
2015,Barbados,Plants,3
2015,Barbados,Total,51
2015,Barbados,Vertebrates,37
2015,Belarus,Invertebrates,9
2015,Belarus,Plants,1
2015,Belarus,Total,21
2015,Belarus,Vertebrates,11
2015,Belgium,Invertebrates,14
2015,Belgium,Plants,0
2015,Belgium,Total,30
2015,Belgium,Vertebrates,16
2015,Belize,Invertebrates,12
2015,Belize,Plants,35
2015,Belize,Total,117
2015,Belize,Vertebrates,70
2015,Benin,Invertebrates,3
2015,Benin,Plants,16
2015,Benin,Total,74
2015,Benin,Vertebrates,55
2015,Bermuda,Invertebrates,28
2015,Bermuda,Plants,8
2015,Bermuda,Total,64
2015,Bermuda,Vertebrates,28
2015,Bhutan,Invertebrates,1
2015,Bhutan,Plants,18
2015,Bhutan,Total,71
2015,Bhutan,Vertebrates,52
2015,Bolivia,Invertebrates,3
2015,Bolivia,Plants,99
2015,Bolivia,Total,216
2015,Bolivia,Vertebrates,114
2015,"Bonaire, St. Eustatius & Saba",Invertebrates,11
2015,"Bonaire, St. Eustatius & Saba",Plants,3
2015,"Bonaire, St. Eustatius & Saba",Total,55
2015,"Bonaire, St. Eustatius & Saba",Vertebrates,41
2015,Bosnia and Herzegovina,Invertebrates,36
2015,Bosnia and Herzegovina,Plants,1
2015,Bosnia and Herzegovina,Total,85
2015,Bosnia and Herzegovina,Vertebrates,48
2015,Botswana,Invertebrates,0
2015,Botswana,Plants,2
2015,Botswana,Total,24
2015,Botswana,Vertebrates,22
2015,Bouvet Island,Invertebrates,0
2015,Bouvet Island,Plants,0
2015,Bouvet Island,Total,3
2015,Bouvet Island,Vertebrates,3
2015,Brazil,Invertebrates,54
2015,Brazil,Plants,516
2015,Brazil,Total,966
2015,Brazil,Vertebrates,396
2015,British Indian Ocean Terr.,Invertebrates,69
2015,British Indian Ocean Terr.,Plants,1
2015,British Indian Ocean Terr.,Total,81
2015,British Indian Ocean Terr.,Vertebrates,11
2015,British Virgin Islands,Invertebrates,10
2015,British Virgin Islands,Plants,10
2015,British Virgin Islands,Total,61
2015,British Virgin Islands,Vertebrates,41
2015,Brunei,Invertebrates,8
2015,Brunei,Plants,104
2015,Brunei,Total,189
2015,Brunei,Vertebrates,77
2015,Bulgaria,Invertebrates,37
2015,Bulgaria,Plants,6
2015,Bulgaria,Total,85
2015,Bulgaria,Vertebrates,42
2015,Burkina Faso,Invertebrates,1
2015,Burkina Faso,Plants,3
2015,Burkina Faso,Total,29
2015,Burkina Faso,Vertebrates,25
2015,Burundi,Invertebrates,7
2015,Burundi,Plants,8
2015,Burundi,Total,60
2015,Burundi,Vertebrates,45
2015,Cabo Verde,Invertebrates,13
2015,Cabo Verde,Plants,3
2015,Cabo Verde,Total,51
2015,Cabo Verde,Vertebrates,35
2015,Cambodia,Invertebrates,77
2015,Cambodia,Plants,36
2015,Cambodia,Total,243
2015,Cambodia,Vertebrates,130
2015,Cameroon,Invertebrates,27
2015,Cameroon,Plants,433
2015,Cameroon,Total,697
2015,Cameroon,Vertebrates,237
2015,Canada,Invertebrates,22
2015,Canada,Plants,7
2015,Canada,Total,97
2015,Canada,Vertebrates,68
2015,Cayman Islands,Invertebrates,11
2015,Cayman Islands,Plants,22
2015,Cayman Islands,Total,71
2015,Cayman Islands,Vertebrates,38
2015,Central African Republic,Invertebrates,0
2015,Central African Republic,Plants,22
2015,Central African Republic,Total,54
2015,Central African Republic,Vertebrates,32
2015,Chad,Invertebrates,4
2015,Chad,Plants,5
2015,Chad,Total,38
2015,Chad,Vertebrates,29
2015,Chile,Invertebrates,12
2015,Chile,Plants,72
2015,Chile,Total,182
2015,Chile,Vertebrates,98
2015,China,Invertebrates,76
2015,China,Plants,544
2015,China,Total,1040
2015,China,Vertebrates,420
2015,"China, Hong Kong SAR",Invertebrates,8
2015,"China, Hong Kong SAR",Plants,7
2015,"China, Hong Kong SAR",Total,60
2015,"China, Hong Kong SAR",Vertebrates,45
2015,"China, Macao SAR",Invertebrates,1
2015,"China, Macao SAR",Plants,0
2015,"China, Macao SAR",Total,11
2015,"China, Macao SAR",Vertebrates,10
2015,Christmas Island,Invertebrates,18
2015,Christmas Island,Plants,1
2015,Christmas Island,Total,37
2015,Christmas Island,Vertebrates,18
2015,Cocos (Keeling) Islands,Invertebrates,20
2015,Cocos (Keeling) Islands,Plants,0
2015,Cocos (Keeling) Islands,Total,31
2015,Cocos (Keeling) Islands,Vertebrates,11
2015,Colombia,Invertebrates,33
2015,Colombia,Plants,245
2015,Colombia,Total,751
2015,Colombia,Vertebrates,473
2015,Comoros,Invertebrates,73
2015,Comoros,Plants,7
2015,Comoros,Total,106
2015,Comoros,Vertebrates,26
2015,Congo,Invertebrates,7
2015,Congo,Plants,41
2015,Congo,Total,119
2015,Congo,Vertebrates,71
2015,Cook Islands,Invertebrates,32
2015,Cook Islands,Plants,11
2015,Cook Islands,Total,73
2015,Cook Islands,Vertebrates,30
2015,Costa Rica,Invertebrates,30
2015,Costa Rica,Plants,131
2015,Costa Rica,Total,323
2015,Costa Rica,Vertebrates,162
2015,Croatia,Invertebrates,67
2015,Croatia,Plants,8
2015,Croatia,Total,159
2015,Croatia,Vertebrates,84
2015,Cuba,Invertebrates,23
2015,Cuba,Plants,176
2015,Cuba,Total,337
2015,Cuba,Vertebrates,138
2015,Cura�ao,Invertebrates,11
2015,Cura�ao,Plants,2
2015,Cura�ao,Total,49
2015,Cura�ao,Vertebrates,36
2015,Cyprus,Invertebrates,8
2015,Cyprus,Plants,18
2015,Cyprus,Total,60
2015,Cyprus,Vertebrates,34
2015,Czech Republic,Invertebrates,24
2015,Czech Republic,Plants,10
2015,Czech Republic,Total,45
2015,Czech Republic,Vertebrates,11
2015,Ivory Coast,Invertebrates,6
2015,Ivory Coast,Plants,107
2015,Ivory Coast,Total,226
2015,Ivory Coast,Vertebrates,113
2015,North Korea,Invertebrates,3
2015,North Korea,Plants,8
2015,North Korea,Total,64
2015,North Korea,Vertebrates,53
2015,Congo,Invertebrates,53
2015,Congo,Plants,109
2015,Congo,Total,333
2015,Congo,Vertebrates,171
2015,Denmark,Invertebrates,15
2015,Denmark,Plants,1
2015,Denmark,Total,36
2015,Denmark,Vertebrates,20
2015,Djibouti,Invertebrates,57
2015,Djibouti,Plants,3
2015,Djibouti,Total,94
2015,Djibouti,Vertebrates,34
2015,Dominica,Invertebrates,11
2015,Dominica,Plants,11
2015,Dominica,Total,62
2015,Dominica,Vertebrates,40
2015,Dominican Republic,Invertebrates,16
2015,Dominican Republic,Plants,42
2015,Dominican Republic,Total,153
2015,Dominican Republic,Vertebrates,95
2015,Ecuador,Invertebrates,65
2015,Ecuador,Plants,1848
2015,Ecuador,Total,2308
2015,Ecuador,Vertebrates,395
2015,Egypt,Invertebrates,55
2015,Egypt,Plants,3
2015,Egypt,Total,141
2015,Egypt,Vertebrates,83
2015,El Salvador,Invertebrates,7
2015,El Salvador,Plants,29
2015,El Salvador,Total,83
2015,El Salvador,Vertebrates,47
2015,Equatorial Guinea,Invertebrates,5
2015,Equatorial Guinea,Plants,79
2015,Equatorial Guinea,Total,155
2015,Equatorial Guinea,Vertebrates,71
2015,Eritrea,Invertebrates,58
2015,Eritrea,Plants,4
2015,Eritrea,Total,113
2015,Eritrea,Vertebrates,51
2015,Estonia,Invertebrates,6
2015,Estonia,Plants,0
2015,Estonia,Total,17
2015,Estonia,Vertebrates,11
2015,Eswatini,Invertebrates,0
2015,Eswatini,Plants,11
2015,Eswatini,Total,34
2015,Eswatini,Vertebrates,23
2015,Ethiopia,Invertebrates,15
2015,Ethiopia,Plants,41
2015,Ethiopia,Total,145
2015,Ethiopia,Vertebrates,89
2015,Falkland Islands (Malvinas),Invertebrates,0
2015,Falkland Islands (Malvinas),Plants,5
2015,Falkland Islands (Malvinas),Total,23
2015,Falkland Islands (Malvinas),Vertebrates,18
2015,Faroe Islands,Invertebrates,0
2015,Faroe Islands,Plants,0
2015,Faroe Islands,Total,14
2015,Faroe Islands,Vertebrates,14
2015,Fiji,Invertebrates,165
2015,Fiji,Plants,65
2015,Fiji,Total,278
2015,Fiji,Vertebrates,48
2015,Finland,Invertebrates,10
2015,Finland,Plants,2
2015,Finland,Total,25
2015,Finland,Vertebrates,13
2015,France,Invertebrates,133
2015,France,Plants,33
2015,France,Total,236
2015,France,Vertebrates,70
2015,French Guiana,Invertebrates,0
2015,French Guiana,Plants,16
2015,French Guiana,Total,67
2015,French Guiana,Vertebrates,51
2015,French Polynesia,Invertebrates,65
2015,French Polynesia,Plants,47
2015,French Polynesia,Total,175
2015,French Polynesia,Vertebrates,63
2015,French Southern Territories,Invertebrates,0
2015,French Southern Territories,Plants,0
2015,French Southern Territories,Total,22
2015,French Southern Territories,Vertebrates,22
2015,Gabon,Invertebrates,3
2015,Gabon,Plants,135
2015,Gabon,Total,231
2015,Gabon,Vertebrates,93
2015,Gambia,Invertebrates,2
2015,Gambia,Plants,5
2015,Gambia,Total,55
2015,Gambia,Vertebrates,48
2015,Georgia,Invertebrates,15
2015,Georgia,Plants,61
2015,Georgia,Total,114
2015,Georgia,Vertebrates,38
2015,Germany,Invertebrates,57
2015,Germany,Plants,17
2015,Germany,Total,107
2015,Germany,Vertebrates,33
2015,Ghana,Invertebrates,5
2015,Ghana,Plants,119
2015,Ghana,Total,223
2015,Ghana,Vertebrates,99
2015,Gibraltar,Invertebrates,5
2015,Gibraltar,Plants,0
2015,Gibraltar,Total,26
2015,Gibraltar,Vertebrates,21
2015,Greece,Invertebrates,122
2015,Greece,Plants,58
2015,Greece,Total,291
2015,Greece,Vertebrates,111
2015,Greenland,Invertebrates,0
2015,Greenland,Plants,1
2015,Greenland,Total,17
2015,Greenland,Vertebrates,16
2015,Grenada,Invertebrates,10
2015,Grenada,Plants,3
2015,Grenada,Total,51
2015,Grenada,Vertebrates,38
2015,Guadeloupe,Invertebrates,16
2015,Guadeloupe,Plants,9
2015,Guadeloupe,Total,70
2015,Guadeloupe,Vertebrates,45
2015,Guam,Invertebrates,60
2015,Guam,Plants,4
2015,Guam,Total,95
2015,Guam,Vertebrates,31
2015,Guatemala,Invertebrates,9
2015,Guatemala,Plants,97
2015,Guatemala,Total,282
2015,Guatemala,Vertebrates,176
2015,Guernsey,Invertebrates,0
2015,Guernsey,Plants,0
2015,Guernsey,Total,2
2015,Guernsey,Vertebrates,2
2015,Guinea,Invertebrates,7
2015,Guinea,Plants,34
2015,Guinea,Total,163
2015,Guinea,Vertebrates,122
2015,Guinea-Bissau,Invertebrates,2
2015,Guinea-Bissau,Plants,5
2015,Guinea-Bissau,Total,66
2015,Guinea-Bissau,Vertebrates,59
2015,Guyana,Invertebrates,1
2015,Guyana,Plants,23
2015,Guyana,Total,87
2015,Guyana,Vertebrates,63
2015,Haiti,Invertebrates,14
2015,Haiti,Plants,42
2015,Haiti,Total,169
2015,Haiti,Vertebrates,113
2015,Heard Is. and McDonald Is.,Invertebrates,0
2015,Heard Is. and McDonald Is.,Plants,0
2015,Heard Is. and McDonald Is.,Total,12
2015,Heard Is. and McDonald Is.,Vertebrates,12
2015,Holy See,Invertebrates,0
2015,Holy See,Plants,0
2015,Holy See,Total,1
2015,Holy See,Vertebrates,1
2015,Honduras,Invertebrates,18
2015,Honduras,Plants,120
2015,Honduras,Total,294
2015,Honduras,Vertebrates,156
2015,Hungary,Invertebrates,35
2015,Hungary,Plants,10
2015,Hungary,Total,67
2015,Hungary,Vertebrates,22
2015,Iceland,Invertebrates,0
2015,Iceland,Plants,0
2015,Iceland,Total,21
2015,Iceland,Vertebrates,21
2015,India,Invertebrates,135
2015,India,Plants,384
2015,India,Total,1039
2015,India,Vertebrates,520
2015,Indonesia,Invertebrates,290
2015,Indonesia,Plants,426
2015,Indonesia,Total,1246
2015,Indonesia,Vertebrates,530
2015,Iran,Invertebrates,24
2015,Iran,Plants,3
2015,Iran,Total,121
2015,Iran,Vertebrates,94
2015,Iraq,Invertebrates,17
2015,Iraq,Plants,1
2015,Iraq,Total,69
2015,Iraq,Vertebrates,51
2015,Ireland,Invertebrates,6
2015,Ireland,Plants,1
2015,Ireland,Total,39
2015,Ireland,Vertebrates,32
2015,Isle of Man,Invertebrates,0
2015,Isle of Man,Plants,0
2015,Isle of Man,Total,3
2015,Isle of Man,Vertebrates,3
2015,Israel,Invertebrates,74
2015,Israel,Plants,0
2015,Israel,Total,152
2015,Israel,Vertebrates,78
2015,Italy,Invertebrates,136
2015,Italy,Plants,67
2015,Italy,Total,279
2015,Italy,Vertebrates,76
2015,Jamaica,Invertebrates,15
2015,Jamaica,Plants,214
2015,Jamaica,Total,298
2015,Jamaica,Vertebrates,69
2015,Japan,Invertebrates,170
2015,Japan,Plants,23
2015,Japan,Total,364
2015,Japan,Vertebrates,171
2015,Jersey,Invertebrates,1
2015,Jersey,Plants,0
2015,Jersey,Total,3
2015,Jersey,Vertebrates,2
2015,Jordan,Invertebrates,61
2015,Jordan,Plants,1
2015,Jordan,Total,102
2015,Jordan,Vertebrates,40
2015,Kazakhstan,Invertebrates,7
2015,Kazakhstan,Plants,16
2015,Kazakhstan,Total,78
2015,Kazakhstan,Vertebrates,55
2015,Kenya,Invertebrates,84
2015,Kenya,Plants,222
2015,Kenya,Total,463
2015,Kenya,Vertebrates,157
2015,Kiribati,Invertebrates,81
2015,Kiribati,Plants,0
2015,Kiribati,Total,100
2015,Kiribati,Vertebrates,19
2015,Kuwait,Invertebrates,13
2015,Kuwait,Plants,0
2015,Kuwait,Total,42
2015,Kuwait,Vertebrates,29
2015,Kyrgyzstan,Invertebrates,4
2015,Kyrgyzstan,Plants,14
2015,Kyrgyzstan,Total,41
2015,Kyrgyzstan,Vertebrates,23
2015,Laos,Invertebrates,21
2015,Laos,Plants,41
2015,Laos,Total,210
2015,Laos,Vertebrates,148
2015,Latvia,Invertebrates,12
2015,Latvia,Plants,0
2015,Latvia,Total,25
2015,Latvia,Vertebrates,13
2015,Lebanon,Invertebrates,16
2015,Lebanon,Plants,5
2015,Lebanon,Total,69
2015,Lebanon,Vertebrates,48
2015,Lesotho,Invertebrates,3
2015,Lesotho,Plants,4
2015,Lesotho,Total,17
2015,Lesotho,Vertebrates,10
2015,Liberia,Invertebrates,11
2015,Liberia,Plants,49
2015,Liberia,Total,158
2015,Liberia,Vertebrates,98
2015,Libya,Invertebrates,2
2015,Libya,Plants,3
2015,Libya,Total,54
2015,Libya,Vertebrates,49
2015,Liechtenstein,Invertebrates,4
2015,Liechtenstein,Plants,0
2015,Liechtenstein,Total,4
2015,Liechtenstein,Vertebrates,0
2015,Lithuania,Invertebrates,7
2015,Lithuania,Plants,1
2015,Lithuania,Total,22
2015,Lithuania,Vertebrates,14
2015,Luxembourg,Invertebrates,7
2015,Luxembourg,Plants,0
2015,Luxembourg,Total,9
2015,Luxembourg,Vertebrates,2
2015,Madagascar,Invertebrates,110
2015,Madagascar,Plants,409
2015,Madagascar,Total,965
2015,Madagascar,Vertebrates,446
2015,Malawi,Invertebrates,16
2015,Malawi,Plants,25
2015,Malawi,Total,171
2015,Malawi,Vertebrates,130
2015,Malaysia,Invertebrates,262
2015,Malaysia,Plants,721
2015,Malaysia,Total,1252
2015,Malaysia,Vertebrates,269
2015,Maldives,Invertebrates,46
2015,Maldives,Plants,0
2015,Maldives,Total,69
2015,Maldives,Vertebrates,23
2015,Mali,Invertebrates,0
2015,Mali,Plants,8
2015,Mali,Total,39
2015,Mali,Vertebrates,31
2015,Malta,Invertebrates,4
2015,Malta,Plants,4
2015,Malta,Total,31
2015,Malta,Vertebrates,23
2015,Marshall Islands,Invertebrates,73
2015,Marshall Islands,Plants,0
2015,Marshall Islands,Total,95
2015,Marshall Islands,Vertebrates,22
2015,Martinique,Invertebrates,2
2015,Martinique,Plants,9
2015,Martinique,Total,45
2015,Martinique,Vertebrates,34
2015,Mauritania,Invertebrates,3
2015,Mauritania,Plants,0
2015,Mauritania,Total,69
2015,Mauritania,Vertebrates,66
2015,Mauritius,Invertebrates,118
2015,Mauritius,Plants,90
2015,Mauritius,Total,249
2015,Mauritius,Vertebrates,41
2015,Mayotte,Invertebrates,69
2015,Mayotte,Plants,0
2015,Mayotte,Total,84
2015,Mayotte,Vertebrates,15
2015,Mexico,Invertebrates,93
2015,Mexico,Plants,377
2015,Mexico,Total,1109
2015,Mexico,Vertebrates,639
2015,Micronesia (Fed. States of),Invertebrates,115
2015,Micronesia (Fed. States of),Plants,4
2015,Micronesia (Fed. States of),Total,163
2015,Micronesia (Fed. States of),Vertebrates,44
2015,Monaco,Invertebrates,3
2015,Monaco,Plants,0
2015,Monaco,Total,16
2015,Monaco,Vertebrates,13
2015,Mongolia,Invertebrates,3
2015,Mongolia,Plants,0
2015,Mongolia,Total,36
2015,Mongolia,Vertebrates,33
2015,Montenegro,Invertebrates,34
2015,Montenegro,Plants,2
2015,Montenegro,Total,85
2015,Montenegro,Vertebrates,49
2015,Montserrat,Invertebrates,11
2015,Montserrat,Plants,6
2015,Montserrat,Total,54
2015,Montserrat,Vertebrates,37
2015,Morocco,Invertebrates,52
2015,Morocco,Plants,34
2015,Morocco,Total,176
2015,Morocco,Vertebrates,90
2015,Mozambique,Invertebrates,67
2015,Mozambique,Plants,84
2015,Mozambique,Total,268
2015,Mozambique,Vertebrates,117
2015,Myanmar,Invertebrates,77
2015,Myanmar,Plants,61
2015,Myanmar,Total,301
2015,Myanmar,Vertebrates,163
2015,Namibia,Invertebrates,4
2015,Namibia,Plants,28
2015,Namibia,Total,105
2015,Namibia,Vertebrates,73
2015,Nauru,Invertebrates,68
2015,Nauru,Plants,0
2015,Nauru,Total,80
2015,Nauru,Vertebrates,12
2015,Nepal,Invertebrates,3
2015,Nepal,Plants,17
2015,Nepal,Total,105
2015,Nepal,Vertebrates,85
2015,Netherlands,Invertebrates,10
2015,Netherlands,Plants,0
2015,Netherlands,Total,29
2015,Netherlands,Vertebrates,19
2015,New Caledonia,Invertebrates,125
2015,New Caledonia,Plants,259
2015,New Caledonia,Total,493
2015,New Caledonia,Vertebrates,109
2015,New Zealand,Invertebrates,46
2015,New Zealand,Plants,21
2015,New Zealand,Total,197
2015,New Zealand,Vertebrates,130
2015,Nicaragua,Invertebrates,18
2015,Nicaragua,Plants,44
2015,Nicaragua,Total,141
2015,Nicaragua,Vertebrates,79
2015,Niger,Invertebrates,1
2015,Niger,Plants,3
2015,Niger,Total,31
2015,Niger,Vertebrates,27
2015,Nigeria,Invertebrates,17
2015,Nigeria,Plants,189
2015,Nigeria,Total,333
2015,Nigeria,Vertebrates,127
2015,Niue,Invertebrates,30
2015,Niue,Plants,0
2015,Niue,Total,50
2015,Niue,Vertebrates,20
2015,Norfolk Island,Invertebrates,23
2015,Norfolk Island,Plants,1
2015,Norfolk Island,Total,41
2015,Norfolk Island,Vertebrates,17
2015,North Macedonia,Invertebrates,69
2015,North Macedonia,Plants,0
2015,North Macedonia,Total,100
2015,North Macedonia,Vertebrates,31
2015,Northern Mariana Islands,Invertebrates,57
2015,Northern Mariana Islands,Plants,5
2015,Northern Mariana Islands,Total,99
2015,Northern Mariana Islands,Vertebrates,37
2015,Norway,Invertebrates,10
2015,Norway,Plants,4
2015,Norway,Total,44
2015,Norway,Vertebrates,30
2015,Oman,Invertebrates,31
2015,Oman,Plants,6
2015,Oman,Total,90
2015,Oman,Vertebrates,53
2015,Other non-specified areas,Invertebrates,128
2015,Other non-specified areas,Plants,83
2015,Other non-specified areas,Total,325
2015,Other non-specified areas,Vertebrates,114
2015,Pakistan,Invertebrates,18
2015,Pakistan,Plants,12
2015,Pakistan,Total,129
2015,Pakistan,Vertebrates,99
2015,Palau,Invertebrates,146
2015,Palau,Plants,4
2015,Palau,Total,177
2015,Palau,Vertebrates,27
2015,Panama,Invertebrates,22
2015,Panama,Plants,203
2015,Panama,Total,373
2015,Panama,Vertebrates,148
2015,Papua New Guinea,Invertebrates,181
2015,Papua New Guinea,Plants,151
2015,Papua New Guinea,Total,478
2015,Papua New Guinea,Vertebrates,146
